eartag,species,date,dpi,barn,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,scorer,notes,,,,,,,,
293,Caprine,23/6/2022,9,1,2,0,1,1,1,0,5,5,39.4,Fasil,"watery/serous nasal discharge, congested mucous membrain & soft feces",,,,,,,,
278,Caprine,23/6/2022,9,4,2,0,0,2,2,0,6,6,39.2,Fasil,Mucopurulent nasal discharge & highly congested mucous membrain ,,,,,,,,
294,Caprine,23/6/2022,9,4,3,2,1,2,2,1,11,11,40.4,Fasil,"Mucopurulent nasal discharge, highly congested mucous membrain, coughing & soft feces",,,,,,,,
298,Caprine,23/6/2022,9,4,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
276,Caprine,23/6/2022,9,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
280,Caprine,23/6/2022,9,6,2,0,1,2,2,1,8,8,39.2,Fasil,"Mucopurulent nasal discharge, highly congested mucous membrain, coughing & soft feces",,,,,,,,
283,Caprine,23/6/2022,9,6,2,1,1,2,2,1,9,9,39.7,Fasil,"Mucopurulent nasal discharge, highly congested mucous membrain, coughing & soft feces",,,,,,,,
282,Caprine,8/4/2022,10,5,0,0,0,0,0,0,0,0,38.9,Fasil,,,,,,,,,
288,Caprine,8/4/2022,10,5,0,0,0,0,0,0,0,0,39,Fasil,,,,,,,,,
297,Caprine,8/4/2022,10,5,0,0,0,0,0,0,0,0,38.5,Fasil,,,,,,,,,
299,Caprine,8/4/2022,10,6,0,0,0,0,0,0,0,0,38.8,Fasil,,,,,,,,,
300,Caprine,8/4/2022,10,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
301,Caprine,8/4/2022,10,6,0,0,0,0,0,0,0,0,38.8,Fasil,,,,,,,,,
277,Caprine,8/4/2022,10,2,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
286,Caprine,8/4/2022,10,2,2,0,1,2,2,1,8,8,38.1,Fasil,"Mucopurulent nasal & ocular discharge, highly congested mucous membraine & coughing",,,,,,,,
296,Caprine,8/4/2022,10,2,2,1,1,2,1,1,8,8,39.9,Fasil,"Mucopurulent nasal & ocular discharge, congested mucous membraine & coughing",,,,,,,,
279,Caprine,8/4/2022,10,3,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
289,Caprine,8/4/2022,10,3,2,0,1,2,2,1,8,8,38,Fasil,"Mucopurulent nasal & ocular discharge, highly congested mucous membraine & coughing",,,,,,,,
292,Caprine,8/4/2022,10,3,2,0,2,1,2,2,9,9,38.9,Fasil,"Mucopurulent nasal & ocular discharge, highly congested mucous membraine & severe  coughing",,,,,,,,
287,Caprine,24/6/2022,10,3,0,0,0,0,0,0,0,0,38.2,Fasil,,,,,,,,,
290,Caprine,24/6/2022,10,3,0,0,0,0,0,0,0,0,38.5,Fasil,,,,,,,,,
295,Caprine,24/6/2022,10,3,0,0,0,0,0,0,0,0,38.4,Fasil,,,,,,,,,
281,Caprine,24/6/2022,10,1,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
291,Caprine,24/6/2022,10,1,1,0,0,1,1,0,3,3,38.6,Fasil,Nasal discharge & congested mucous membrain,,,,,,,,
293,Caprine,24/6/2022,10,1,1,0,0,1,1,0,3,3,38.6,Fasil,Nasal discharge & congested mucous membrain,,,,,,,,
278,Caprine,24/6/2022,10,4,2,0,0,1,1,0,4,4,38.5,Fasil,Nasal discharge & congested mucous membrain,,,,,,,,
294,Caprine,24/6/2022,10,4,2,1,1,2,2,1,9,9,40,Fasil,"Mucopurulent nasal discharge, highly congested mucous membrain, coughing & soft feces",,,,,,,,
298,Caprine,24/6/2022,10,4,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
276,Caprine,24/6/2022,10,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
280,Caprine,24/6/2022,10,6,2,0,0,2,1,0,5,5,39,Fasil,Mucopurulent nasal discharge & congested mucous membrain,,,,,,,,
283,Caprine,24/6/2022,10,6,2,1,0,2,1,1,7,7,39.8,Fasil,"Mucopurulent nasal discharge, congested mucous membrain & coughing",,,,,,,,
282,Caprine,9/4/2022,11,5,0,0,0,0,0,0,0,0,38.9,Fasil,,,,,,,,,
288,Caprine,9/4/2022,11,5,0,0,0,0,0,0,0,0,38.8,Fasil,,,,,,,,,
297,Caprine,9/4/2022,11,5,0,0,0,0,0,0,0,0,38.6,Fasil,,,,,,,,,
299,Caprine,9/4/2022,11,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 8/4/2022,,,,,,,,
300,Caprine,9/4/2022,11,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
301,Caprine,9/4/2022,11,6,0,0,0,0,0,0,0,0,39,Fasil,,,,,,,,,
277,Caprine,9/4/2022,11,2,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
286,Caprine,9/4/2022,11,2,2,0,1,2,2,1,8,8,38.7,Fasil,"Mucopurulent nasal & ocular discharge, highly congested mucous membraine & coughing",,,,,,,,
296,Caprine,9/4/2022,11,2,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 8/4/2022,,,,,,,,
279,Caprine,9/4/2022,11,3,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
289,Caprine,9/4/2022,11,3,1,0,1,2,2,1,7,7,38.8,Fasil,"Mucopurulent nasal & ocular discharge, highly congested mucous membraine & coughing",,,,,,,,
292,Caprine,9/4/2022,11,3,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 8/4/2022,,,,,,,,
287,Caprine,25/6/2022,11,3,0,0,0,0,0,0,0,0,38.8,Fasil,,,,,,,,,
290,Caprine,25/6/2022,11,3,0,0,0,0,0,0,0,0,38.8,Fasil,,,,,,,,,
295,Caprine,25/6/2022,11,3,0,0,0,0,0,0,0,0,38.9,Fasil,,,,,,,,,
281,Caprine,25/6/2022,11,1,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
291,Caprine,25/6/2022,11,1,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 24/6/2022,,,,,,,,
293,Caprine,25/6/2022,11,1,2,0,0,1,1,0,4,4,39.1,Fasil,Nasal discharge & congested mucous membrain,,,,,,,,
278,Caprine,25/6/2022,11,4,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 24/6/2022,,,,,,,,
294,Caprine,25/6/2022,11,4,2,1,2,1,1,1,8,8,39.8,Fasil,"Nasal discharge, congested mucous membrain & diarrhea",,,,,,,,
298,Caprine,25/6/2022,11,4,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
276,Caprine,25/6/2022,11,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
280,Caprine,25/6/2022,11,6,2,2,1,2,1,0,8,8,40.8,Fasil,"Mucopurulent nasal discharge, congested mucous membrain, soft feces & gum erosion",,,,,,,,
283,Caprine,25/6/2022,11,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 24/6/2022,,,,,,,,
282,Caprine,10/4/2022,12,5,0,0,0,0,0,0,0,0,39.1,Fasil,,,,,,,,,
288,Caprine,10/4/2022,12,5,0,0,0,0,0,0,0,0,38.9,Fasil,,,,,,,,,
297,Caprine,10/4/2022,12,5,0,0,0,0,0,0,0,0,39.2,Fasil,,,,,,,,,
299,Caprine,10/4/2022,12,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 8/4/2022,,,,,,,,
300,Caprine,10/4/2022,12,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
301,Caprine,10/4/2022,12,6,0,0,0,0,0,0,0,0,38.9,Fasil,,,,,,,,,
277,Caprine,10/4/2022,12,2,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
286,Caprine,10/4/2022,12,2,1,0,0,2,1,1,5,5,38.7,Fasil,"Mucopurulent nasal discharge, congested mucous membraine & coughing",,,,,,,,
296,Caprine,10/4/2022,12,2,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 8/4/2022,,,,,,,,
279,Caprine,10/4/2022,12,3,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 5/4/2022,,,,,,,,
289,Caprine,10/4/2022,12,3,1,0,1,2,2,1,7,7,38.6,Fasil,"Mucopurulent nasal discharge, highly congested mucous membraine & coughing",,,,,,,,
292,Caprine,10/4/2022,12,3,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 8/4/2022,,,,,,,,
287,Caprine,26/6/2022,12,3,0,0,0,0,0,0,0,0,38.2,Fasil,,,,,,,,,
290,Caprine,26/6/2022,12,3,0,0,0,0,0,0,0,0,38.7,Fasil,,,,,,,,,
295,Caprine,26/6/2022,12,3,0,0,0,0,0,0,0,0,38.5,Fasil,,,,,,,,,
281,Caprine,26/6/2022,12,1,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
291,Caprine,26/6/2022,12,1,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 24/6/2022,,,,,,,,
293,Caprine,26/6/2022,12,1,1,0,0,1,1,0,3,3,38.5,Fasil,Nasal discharge & congested mucous membrain,,,,,,,,
278,Caprine,26/6/2022,12,4,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 24/6/2022,,,,,,,,
294,Caprine,26/6/2022,12,4,2,2,1,2,2,1,10,10,40.5,Fasil,"Mucopurulent nasal discharge, highly congested mucous membrain, coughing & soft feces",,,,,,,,
298,Caprine,26/6/2022,12,4,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
276,Caprine,26/6/2022,12,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 21/6/2022,,,,,,,,
280,Caprine,26/6/2022,12,6,1,0,1,1,1,0,4,4,38.7,Fasil,"Nasal discharge, congested mucous membrain & soft feces",,,,,,,,
283,Caprine,26/6/2022,12,6,0,0,0,0,0,0,0,0,0,Fasil,sacrificed at 24/6/2022,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
